SiH        Photon                 H          Si                                            2.710e-09  0.000e+00  1.947e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   107 2  2
SiO        Photon                 O          Si                                            1.600e-09  0.000e+00  2.280e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   108 1  2
SiO        Photon                 O          Si                                            1.590e-09  0.000e+00  2.662e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   108 2  2
SiS        Photon                 S          Si                                            1.000e-10  0.000e+00  2.300e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   109 1  1
SO         Photon                 O          S                                             4.200e-09  0.000e+00  2.370e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   110 1  2
SO         Photon                 O          S                                             4.250e-09  0.000e+00  2.758e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   110 2  2
SO         Photon                 SO+        e-                                            5.310e-10  0.000e+00  2.758e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   111 1  2
CCH        Photon                 H          C2                                            1.600e-09  0.000e+00  2.330e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   112 1  2
CCH        Photon                 H          C2                                            1.580e-09  0.000e+00  2.665e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   112 2  2
CCH        Photon                 C2H+       e-                                            1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   113 1  1
CCN        Photon                 N          C2                                            1.000e-10  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   114 1  1
CCN        Photon                 C          CN                                            1.000e-09  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   115 1  1
CCS        Photon                 S          C2                                            1.000e-10  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   116 1  1
C3         Photon                 C3+        e-                                            1.360e-10  0.000e+00  2.391e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   117 1  2
C3         Photon                 C          C2                                            5.000e-09  0.000e+00  2.070e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   118 1  2
C3         Photon                 C          C2                                            4.970e-09  0.000e+00  2.391e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   118 2  2
CH2        Photon                 H          CH                                            5.800e-10  0.000e+00  2.020e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   119 1  2
CH2        Photon                 H          CH                                            5.750e-10  0.000e+00  2.352e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   119 2  2
CH2        Photon                 CH2+       e-                                            1.000e-09  0.000e+00  2.300e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   120 1  1
CO2        Photon                 CO2+       e-                                            0.000e+00  0.000e+00  3.405e+00 1.20e+00 0.00e+00 logn  3  -9999   9999  2   121 1  2
