C5O         0.000e+00 0.00e+00  4.350e+03 0.00e+00 1      H2O 1
CH3SH       0.000e+00 0.00e+00  4.000e+03 1.20e+03 1      H2O 2
CH3CCH      0.000e+00 0.00e+00  4.287e+03 0.00e+00 1      H2O 1
CH3CCH      0.000e+00 0.00e+00  3.800e+03 1.14e+03 1      H2O 2
SiC2CH3     0.000e+00 0.00e+00  5.475e+03 0.00e+00 1      H2O 1
CH3CHO      0.000e+00 0.00e+00  2.450e+03 0.00e+00 1      H2O 1
CH3CHO      0.000e+00 0.00e+00  5.400e+03 1.62e+03 1      H2O 2
C2H5        0.000e+00 0.00e+00  3.937e+03 0.00e+00 1      H2O 1
C2H5        0.000e+00 0.00e+00  3.100e+03 9.30e+02 1      H2O 2
CH2CHCN     0.000e+00 0.00e+00  5.480e+03 0.00e+00 1      H2O 1
C5H2        0.000e+00 0.00e+00  4.987e+03 0.00e+00 1      H2O 1
C6H         0.000e+00 0.00e+00  5.337e+03 0.00e+00 1      H2O 1
C7          0.000e+00 0.00e+00  5.600e+03 0.00e+00 1      H2O 1
CH3NH2      0.000e+00 0.00e+00  6.584e+03 0.00e+00 1      H2O 1
HC5N        0.000e+00 0.00e+00  6.180e+03 0.00e+00 1      H2O 1
C4H3        0.000e+00 0.00e+00  4.637e+03 0.00e+00 1      H2O 1
CH2CCH2     0.000e+00 0.00e+00  3.000e+03 9.00e+02 1      H2O 2
C6N         0.000e+00 0.00e+00  5.600e+03 0.00e+00 1      H2O 1
CH3NCO      0.000e+00 0.00e+00  4.700e+03 1.41e+03 1      H2O 2
NC6N        0.000e+00 0.00e+00  5.800e+03 0.00e+00 1      H2O 1
C4H4        0.000e+00 0.00e+00  5.087e+03 0.00e+00 1      H2O 1
SiC6H       0.000e+00 0.00e+00  8.037e+03 0.00e+00 1      H2O 1
C6H2        0.000e+00 0.00e+00  5.787e+03 0.00e+00 1      H2O 1
C7H         0.000e+00 0.00e+00  6.137e+03 0.00e+00 1      H2O 1
C7N         0.000e+00 0.00e+00  6.400e+03 0.00e+00 1      H2O 1
C8          0.000e+00 0.00e+00  6.400e+03 0.00e+00 1      H2O 1
CH3C3N      0.000e+00 0.00e+00  6.480e+03 0.00e+00 1      H2O 1
HCOOCH3     0.000e+00 0.00e+00  6.295e+03 0.00e+00 1      H2O 1
HC6N        0.000e+00 0.00e+00  7.780e+03 0.00e+00 1      H2O 1
C2H6        0.000e+00 0.00e+00  4.387e+03 0.00e+00 1      H2O 1
C2H6        0.000e+00 0.00e+00  1.600e+03 4.80e+02 1      H2O 2
C3H5        0.000e+00 0.00e+00  4.737e+03 0.00e+00 1      H2O 1
C3H5        0.000e+00 0.00e+00  3.100e+03 9.30e+02 1      H2O 2
C5H3        0.000e+00 0.00e+00  5.437e+03 0.00e+00 1      H2O 1
C7O         0.000e+00 0.00e+00  5.950e+03 0.00e+00 1      H2O 1
C2H3CHO     0.000e+00 0.00e+00  5.400e+03 1.62e+03 1      H2O 2
CH3CHCH2    0.000e+00 0.00e+00  5.187e+03 0.00e+00 1      H2O 1
CH3CHCH2    0.000e+00 0.00e+00  3.100e+03 9.30e+02 1      H2O 2
SiC3H5      0.000e+00 0.00e+00  7.437e+03 0.00e+00 1      H2O 1
CH3CH2OH    0.000e+00 0.00e+00  6.584e+03 0.00e+00 1      H2O 1
CH3CH2OH    0.000e+00 0.00e+00  5.400e+03 1.62e+03 1      H2O 2
C7H2        0.000e+00 0.00e+00  6.587e+03 0.00e+00 1      H2O 1
C8H         0.000e+00 0.00e+00  6.937e+03 0.00e+00 1      H2O 1
C9          0.000e+00 0.00e+00  7.200e+03 0.00e+00 1      H2O 1
CH3C4H      0.000e+00 0.00e+00  5.887e+03 0.00e+00 1      H2O 1
CH3OCH3     0.000e+00 0.00e+00  3.150e+03 0.00e+00 1      H2O 1
HC7N        0.000e+00 0.00e+00  7.780e+03 0.00e+00 1      H2O 1
C4H5        0.000e+00 0.00e+00  5.537e+03 0.00e+00 1      H2O 1
C6H3        0.000e+00 0.00e+00  6.237e+03 0.00e+00 1      H2O 1
C8N         0.000e+00 0.00e+00  7.200e+03 0.00e+00 1      H2O 1
NC8N        0.000e+00 0.00e+00  7.400e+03 0.00e+00 1      H2O 1
CH2CHCHCH2  0.000e+00 0.00e+00  5.987e+03 0.00e+00 1      H2O 1
SiC8H       0.000e+00 0.00e+00  9.637e+03 0.00e+00 1      H2O 1
HC8N        0.000e+00 0.00e+00  9.380e+03 0.00e+00 1      H2O 1
CH3COCH3    0.000e+00 0.00e+00  3.500e+03 0.00e+00 1      H2O 1
C8H2        0.000e+00 0.00e+00  7.387e+03 0.00e+00 1      H2O 1
C9H         0.000e+00 0.00e+00  7.737e+03 0.00e+00 1      H2O 1
C10         0.000e+00 0.00e+00  8.000e+03 0.00e+00 1      H2O 1
C9N         0.000e+00 0.00e+00  8.000e+03 0.00e+00 1      H2O 1
CH3C5N      0.000e+00 0.00e+00  7.880e+03 0.00e+00 1      H2O 1
C3H7        0.000e+00 0.00e+00  5.637e+03 0.00e+00 1      H2O 1
C3H7        0.000e+00 0.00e+00  3.100e+03 9.30e+02 1      H2O 2
C6H4        0.000e+00 0.00e+00  6.687e+03 0.00e+00 1      H2O 1
C7H3        0.000e+00 0.00e+00  7.037e+03 0.00e+00 1      H2O 1
